http://dbpedia.org/resource/Jonathan_Bowen,6
http://dbpedia.org/resource/Alan_Smithers,6
http://dbpedia.org/resource/Glen_Newey,6
http://dbpedia.org/resource/Sylvia_Walby,5
http://dbpedia.org/resource/Rick_Trainor,5
http://dbpedia.org/resource/Carol_Rumens,5
http://dbpedia.org/resource/Philip_Tew,5
"http://dbpedia.org/resource/Eric_Ashby,_Baron_Ashby",5
http://dbpedia.org/resource/Geoff_Whitty,5
http://dbpedia.org/resource/Dennis_Sharp,5
http://dbpedia.org/resource/Bruce_George,5
http://dbpedia.org/resource/Glenn_White,5
http://dbpedia.org/resource/John_Rex,5
http://dbpedia.org/resource/Darwin_Caldwell,5
http://dbpedia.org/resource/Ben_Pimlott,5
http://dbpedia.org/resource/Herbert_Wilson,5
http://dbpedia.org/resource/Brian_Barry,5
http://dbpedia.org/resource/Bernard_Mouat_Jones,4
http://dbpedia.org/resource/Andrew_Norman_Meldrum,4
http://dbpedia.org/resource/Bruce_Durie,4
http://dbpedia.org/resource/Steve_Smith_(academic),4
http://dbpedia.org/resource/Howell_Tong,4
http://dbpedia.org/resource/Dan_Cohn-Sherbok,4
http://dbpedia.org/resource/Satyabrata_Rai_Chowdhuri,4
http://dbpedia.org/resource/W._A._Campbell_Stewart,4
http://dbpedia.org/resource/Robert_Hewison,4
http://dbpedia.org/resource/Brian_J._Ford,4
http://dbpedia.org/resource/Colin_Jones_(historian),4
http://dbpedia.org/resource/Deian_Hopkin,4
http://dbpedia.org/resource/Geoffrey_Till,4
http://dbpedia.org/resource/George_Bain_(academic),4
http://dbpedia.org/resource/Elisabeth_Kelan,4
http://dbpedia.org/resource/Javier_ÃÅlvarez_(composer),4
http://dbpedia.org/resource/Brinley_Rees,4
http://dbpedia.org/resource/Derman_Christopherson,4
http://dbpedia.org/resource/John_David_Brewer,4
http://dbpedia.org/resource/Michael_Finnissy,4
http://dbpedia.org/resource/Donna_Dickenson,4
http://dbpedia.org/resource/John_Meurig_Thomas,4
http://dbpedia.org/resource/Lizbeth_Goodman,4
http://dbpedia.org/resource/Derek_Attridge,4
http://dbpedia.org/resource/Jonathan_Sacks,4
http://dbpedia.org/resource/Hilary_Wainwright,4
http://dbpedia.org/resource/George_Barger,4
http://dbpedia.org/resource/F._F._Bruce,4
http://dbpedia.org/resource/Aamer_Hussein,4
http://dbpedia.org/resource/Ruth_Aylett,4
http://dbpedia.org/resource/Edith_Hall,4
http://dbpedia.org/resource/Edward_Ullendorff,4
http://dbpedia.org/resource/Vicki_Bruce,4
http://dbpedia.org/resource/Ralph_Henstock,4
http://dbpedia.org/resource/William_Ramsay,4
http://dbpedia.org/resource/Alexander_Dickson_(botanist),4
http://dbpedia.org/resource/Geoffrey_Alderman,4
http://dbpedia.org/resource/Susan_J._Smith,4
http://dbpedia.org/resource/Mark_Harman_(computer_scientist),4
http://dbpedia.org/resource/Nigel_Thrift,4
http://dbpedia.org/resource/Ewan_McKendrick,4
http://dbpedia.org/resource/G._W._S._Barrow,4
http://dbpedia.org/resource/Michael_Cox_(academic),4
http://dbpedia.org/resource/Peter_Coles,4
http://dbpedia.org/resource/Barry_Buzan,4
http://dbpedia.org/resource/David_William_Rhind,4
http://dbpedia.org/resource/John_Macklin_(academic),4
http://dbpedia.org/resource/Tim_Wheeler_(academic),4
http://dbpedia.org/resource/Alan_Ridout,4
http://dbpedia.org/resource/Alan_T._Peacock,4
http://dbpedia.org/resource/Charles_Rees,4
http://dbpedia.org/resource/John_Randall_(physicist),4
http://dbpedia.org/resource/George_Porter,4
http://dbpedia.org/resource/Charles_Wyville_Thomson,4
http://dbpedia.org/resource/Eric_Fernie,4
http://dbpedia.org/resource/Keith_Ward,4
http://dbpedia.org/resource/Norman_Dennis,4
http://dbpedia.org/resource/Joe_Thomson,4
http://dbpedia.org/resource/Ursula_Martin,4
http://dbpedia.org/resource/Trevor_Sheldon,4
http://dbpedia.org/resource/Ian_Sommerville_(academic),4
http://dbpedia.org/resource/Peter_Hall_(urbanist),4
http://dbpedia.org/resource/Susan_Price_(academic),4
http://dbpedia.org/resource/George_Stout,4
http://dbpedia.org/resource/Brian_Bond,3
http://dbpedia.org/resource/Martin_Forward,3
http://dbpedia.org/resource/Michael_Carson_(author),3
http://dbpedia.org/resource/Harold_Beeley,3
"http://dbpedia.org/resource/Raymond_Plant,_Baron_Plant_of_Highfield",3
http://dbpedia.org/resource/Yongcheol_Shin,3
http://dbpedia.org/resource/Stuart_Henry_(criminologist),3
http://dbpedia.org/resource/Louis_J._Mordell,3
http://dbpedia.org/resource/Walter_Eric_Spear,3
http://dbpedia.org/resource/Andre_BÃ©teille,3
http://dbpedia.org/resource/Theo_Barker,3
http://dbpedia.org/resource/Peter_Robinson_(poet),3
http://dbpedia.org/resource/Christopher_Howes,3
http://dbpedia.org/resource/Kenneth_Norrie_(law),3
http://dbpedia.org/resource/William_McCrea_(astronomer),3
http://dbpedia.org/resource/Keith_Hopkins,3
http://dbpedia.org/resource/John_Lawrence_(illustrator),3
http://dbpedia.org/resource/Michael_Ignatieff,3
http://dbpedia.org/resource/Lionel_Cooper_(mathematician),3
http://dbpedia.org/resource/Sue_Black_(computer_scientist),3
http://dbpedia.org/resource/Samson_Abramsky,3
http://dbpedia.org/resource/John_Macmurray,3
http://dbpedia.org/resource/Jonathan_Michie,3
http://dbpedia.org/resource/Nitin_Desai,3
http://dbpedia.org/resource/John_Brookfield_(geneticist),3
http://dbpedia.org/resource/Olaus_Henrici,3
http://dbpedia.org/resource/David_Cesarani,3
"http://dbpedia.org/resource/Henry_Chilver,_Baron_Chilver",3
"http://dbpedia.org/resource/Martin_Rees,_Baron_Rees_of_Ludlow",3
http://dbpedia.org/resource/James_Hamilton_(physicist),3
http://dbpedia.org/resource/William_Walsh_(academic),3
http://dbpedia.org/resource/Edward_Arthur_Thompson,3
http://dbpedia.org/resource/John_Vane,3
http://dbpedia.org/resource/Charles_Palliser,3
http://dbpedia.org/resource/Colin_Eaborn,3
http://dbpedia.org/resource/Harold_Davenport,3
http://dbpedia.org/resource/Michael_Harloe,3
http://dbpedia.org/resource/Mark_Keane,3
http://dbpedia.org/resource/Gianni_De_Fraja,3
http://dbpedia.org/resource/David_Owen_Norris,3
http://dbpedia.org/resource/ZbynÄ›k_Zeman,3
