http://yago-knowledge.org/resource/wordnet_academician_109759069,8627
http://yago-knowledge.org/resource/wordnet_abbot_109754404,240
http://yago-knowledge.org/resource/wordnet_abbreviation_107091587,171
http://yago-knowledge.org/resource/wordnet_academy_108279298,136
http://yago-knowledge.org/resource/wordnet_abnormality_114501726,105
http://yago-knowledge.org/resource/wordnet_academic_degree_106697331,87
http://yago-knowledge.org/resource/wordnet_academic_administrator_109758885,80
http://yago-knowledge.org/resource/wordnet_abbess_109754217,56
http://yago-knowledge.org/resource/wordnet_abstractionist_109758424,54
http://yago-knowledge.org/resource/wordnet_academician_109759501,53
http://yago-knowledge.org/resource/wordnet_abolitionist_109756637,34
http://yago-knowledge.org/resource/wordnet_abbey_102667576,19
http://yago-knowledge.org/resource/wordnet_abortifacient_102667906,11
http://yago-knowledge.org/resource/wordnet_abrasive_114799244,9
http://yago-knowledge.org/resource/wordnet_abattoir_102666943,2
